"Nombre corto","Nombre","Año","Categoría","DOCENTE VIRTUAL","DOCENTE PRACTICO","Teórico Virtual (inicio)","Teórico Virtual (fin)","Instancia Presencial (inicio)","Presencial (fin)","Programado ","Mes","CET","ESTADO","Coordinador TRA","Observaciones","UTE Ó UTU","Relizado","Inscriptos","Modificado","Modificado por"
"TPYRRMB","Transformadores y reactores -Módulo Base","2025","Proyecto TRA","[""PONCE DE LEON"",""M. ROMERO""]",,"30/07/2025","31/07/2025",,,"Verdadero","Julio 2025","[""Virtual""]","CURSO REALIZADO","[""R.Rodriguez"",""A. Camarri""]",,"UTE","False",,"01/09/2025 5:12","Camarri Cabrera, Angela Abigail"
"TPYRRMB","Transformadores y reactores -Módulo Base","2025","Proyecto TRA","[""PONCE DE LEON"",""M. ROMERO""]",,"20/08/2025","21/08/2025",,,"Verdadero","Agosto 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"01/09/2025 5:14","Camarri Cabrera, Angela Abigail"
"TPYRRMB","Transformadores y reactores -Módulo Base","2025","Proyecto TRA","[""PONCE DE LEON"",""M. ROMERO""]",,"29/09/2025","30/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","SUSPENDIDO",,"Sin participantes pendientes en el Plan. No se inicia la gestión del curso.","UTE","False",,"01/09/2025 4:43","Patrone, Federico"
"TECESB","Trabajo en Condiciones Electricamente Seguras Base",,,"[""M. ROMERO"",""TECNICO SYSO""]",,"20/01/2025","21/01/2025",,,"Verdadero",,"[""Melilla""]","CURSO PLANIFICADO",,"Coordinado por Formación",,"False",,"17/01/2025 4:13","Romero Ramirez, Diego Miguel"
"Taller TERMOGRAFIA CRT ESTE","Termografia Módulo 1",,,"[""D. LUBENKO""]","[""D. LUBENKO""]","13/02/2025","13/02/2025",,"14/02/2025","False","Febrero 2025","[""Melilla""]","CONFIRMADO CET","[""R.Rodriguez""]","ES UN ENCUENTRO DE GESTION TECNICA DE EXPLOTACION A NIVEL CRT, CON EXPERTOS DE OTROS CIRCUITOS Y  SUS EXPERIENCIAS","UTE","False",,"06/02/2025 4:03","Rodriguez, Robinson"
"CSI","Capacitación en Seguridad Industrial","2025","Formación UTE","[""Instructor FORM""]",,"22/01/2025","22/01/2025",,,"Verdadero","Enero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","Tres instancias la misma fecha ","UTE","Verdadero",,"17/02/2025 9:40","Camarri Cabrera, Angela Abigail"
"CSI","Capacitación en Seguridad Industrial","2025","Formación UTE","[""Instructor FORM""]",,"27/01/2025","27/01/2025",,,"Verdadero","Enero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","Verdadero",,"17/02/2025 9:41","Camarri Cabrera, Angela Abigail"
"NSH","Normativa en Seguridad e Higiene","2025","Formación UTE","[""Instructor FORM""]",,"23/01/2025","23/01/2025",,,"Verdadero","Enero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","Tres instancias la misma fecha ","UTE","Verdadero",,"17/02/2025 9:41","Camarri Cabrera, Angela Abigail"
"NSH","Normativa en Seguridad e Higiene","2025","Formación UTE","[""Instructor FORM""]",,"28/01/2025","28/01/2025",,,"Verdadero","Enero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","Verdadero",,"17/02/2025 9:41","Camarri Cabrera, Angela Abigail"
"NSH","Normativa en Seguridad e Higiene","2025","Formación UTE","[""Instructor FORM""]",,"30/01/2025","30/01/2025",,,"Verdadero","Enero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","Verdadero",,"17/02/2025 9:41","Camarri Cabrera, Angela Abigail"
"CSI","Capacitación en Seguridad Industrial","2025","Formación UTE","[""Instructor FORM""]",,"29/01/2025","29/01/2025",,,"Verdadero","Enero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","Verdadero",,"17/02/2025 9:41","Camarri Cabrera, Angela Abigail"
"NS1D","Norma de Seg. para MT y AT DIST","2025","Formación UTE","[""Instructor FORM""]",,"05/02/2025","06/02/2025",,,"Verdadero","Febrero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","Verdadero",,"17/02/2025 9:42","Camarri Cabrera, Angela Abigail"
"MPQ","Manejo de Productos Quimicos","2025","Formación UTE","[""Instructor FORM""]",,"11/02/2025","11/02/2025",,,"Verdadero","Febrero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","Verdadero",,"17/02/2025 9:42","Camarri Cabrera, Angela Abigail"
"MPQ","Manejo de Productos Quimicos","2025","Formación UTE","[""Instructor FORM""]",,"18/02/2025","18/02/2025",,,"Verdadero","Febrero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:24","Camarri Cabrera, Angela Abigail"
"NEGOCIACIÓN","Negociación","2025","Formación UTE","[""Instructor FORM""]",,"25/02/2025","07/03/2025",,,"Verdadero","Febrero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:24","Camarri Cabrera, Angela Abigail"
"NSH","Normativa en Seguridad e Higiene","2025","Formación UTE","[""Instructor FORM""]",,"18/03/2025","06/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:25","Camarri Cabrera, Angela Abigail"
"CSI","Capacitación en Seguridad Industrial","2025","Formación UTE","[""Instructor FORM""]",,"19/03/2025","19/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:26","Camarri Cabrera, Angela Abigail"
"MPQ","Manejo de Productos Quimicos","2025","Formación UTE","[""Instructor FORM""]",,"26/03/2025","26/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:26","Camarri Cabrera, Angela Abigail"
"NEGOCIACIÓN","Negociación","2025","Formación UTE","[""Instructor FORM""]",,"11/03/2025","20/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:25","Camarri Cabrera, Angela Abigail"
"NEGOCIACIÓN","Negociación","2025","Formación UTE","[""Instructor FORM""]",,"18/03/2025","27/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:25","Camarri Cabrera, Angela Abigail"
"TECESM3","TECES - Módulo Comunicación Operativa","2025","Proyecto TRA","[""A. MUSETTI"",""R. RODRIGUEZ""]",,"09/04/2025","09/04/2025",,,"Verdadero","Abril 2025","[""Virtual""]","CURSO REALIZADO","[""R.Rodriguez"",""A. Camarri""]","Validación del curso TECESM3","UTE","False",,"22/04/2025 3:52","Patrone, Federico"
"TECESM4","TECES – Módulo Celdas MT","2025","Proyecto TRA","[""M. ROMERO"",""R. RODRIGUEZ""]","[""M. ROMERO"",""R. RODRIGUEZ""]",,,"05/06/2025","05/06/2025","Verdadero","Junio 2025","[""Leguizamón""]","CURSO REALIZADO","[""R.Rodriguez"",""A. Camarri""]","FECHA A REVISAR
Validación del curso TECESM4 ","UTE","False",,"09/07/2025 5:20","Camarri Cabrera, Angela Abigail"
"NS1D","Norma de Seg. para MT y AT DIST","2025","Formación UTE","[""Instructor FORM""]",,"20/02/2025","21/02/2025",,,"Verdadero","Febrero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:24","Camarri Cabrera, Angela Abigail"
"NS1D","Norma de Seg. para MT y AT DIST","2025","Formación UTE","[""Instructor FORM""]",,"27/02/2025","28/02/2025",,,"Verdadero","Febrero 2025","[""Virtual""]","SUSPENDIDO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:24","Camarri Cabrera, Angela Abigail"
"PAU","Primeros Auxilios","2025","Formación UTE",,,,,"14/03/2025","14/03/2025","Verdadero","Marzo 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:22","Camarri Cabrera, Angela Abigail"
"PAU","Primeros Auxilios","2025","Formación UTE","[""Instructor FORM""]",,,,"10/03/2025","10/03/2025","Verdadero","Marzo 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:22","Camarri Cabrera, Angela Abigail"
"GDC","Expedientes - Sistema GDC","2025","Formación UTE","[""Instructor FORM""]",,"25/03/2025","27/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:26","Camarri Cabrera, Angela Abigail"
"GDC","Expedientes - Sistema GDC","2025","Formación UTE","[""Instructor FORM""]",,"18/03/2025","20/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:25","Camarri Cabrera, Angela Abigail"
"PBI","Power BI","2025","Formación UTE","[""Instructor FORM""]",,"10/03/2025","11/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:25","Camarri Cabrera, Angela Abigail"
"MSEXCEL ","Excel Básico","2025","Formación UTE","[""Instructor FORM""]",,"11/03/2025","25/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:25","Camarri Cabrera, Angela Abigail"
"TIEMPOS","SAP GESTIÓN DE TIEMPOS","2025","Formación UTE","[""Instructor FORM""]",,"24/02/2025","27/02/2025",,,"Verdadero","Febrero 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:24","Camarri Cabrera, Angela Abigail"
"VIATICOS","SAP VIATICOS ","2025","Formación UTE","[""Instructor FORM""]",,"10/03/2025","18/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:25","Camarri Cabrera, Angela Abigail"
"R","Reunión de coordinación PCT","2025","Proyecto TRA",,,"06/06/2025","06/06/2025","06/06/2025","06/06/2025","Verdadero","Junio 2025","[""Virtual""]",,,,,"False",,"10/04/2025 7:53","Patrone, Federico"
"GAMXADM","Gestión de Activos IBM MX Admin.","2025","Proyecto TRA","[""G. MENDOZA"",""M. GLOODTDOFSKY""]",,"03/09/2025","09/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","3/9 – clase inicial
4 y 5/9 – días asíncronos
8/9 – clase de consulta
9/9 – prueba ","UTE","False",,"23/09/2025 4:23","Camarri Cabrera, Angela Abigail"
"GAMXMAN","Gestión de Activos IBM MX Mtto.","2025","Proyecto TRA","[""G. MENDOZA"",""M. GLOODTDOFSKY""]",,"11/08/2025","22/08/2025",,,"Verdadero","Agosto 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","11, 21 Y 22/08
","UTE","False",,"01/09/2025 5:14","Camarri Cabrera, Angela Abigail"
"GAMXMAN","Gestión de Activos IBM MX Mtto.","2025","Proyecto TRA","[""M. GLOODTDOFSKY""]",,"15/09/2025","26/09/2025",,,"Verdadero","Setiembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","15, 25 Y 26/09","UTE","False",,"20/10/2025 5:49","Patrone, Federico"
"GAMXMAN","Gestión de Activos IBM MX Mtto.","2025","Proyecto TRA","[""M. GLOODTDOFSKY""]",,"13/11/2025","21/11/2025",,,"Verdadero","Noviembre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","10, 20 Y 21/11","UTE","False",,"25/11/2025 2:21","Gomez Pena, Laura Florencia"
"REALVAT","Reconocimiento Virtual de SSEE de AT","2025","Proyecto TRA","[""J.BARATTINI"",""E.MACHADO""]",,,,"11/12/2025","11/12/2025","Verdadero","Diciembre 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"12/12/2025 3:13","Gomez Pena, Laura Florencia"
"TECESMB_GEN","TECES - Módulo Base","2025","Proyecto TRA","[""R. TORRES"",""TECNICO SYSO""]",,"17/03/2025","18/03/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A.Gatto""]",,"GEN","False",,"22/04/2025 10:04","Gomez Pena, Laura Florencia"
"SSAA2CC_GEN","Servicios Auxiliares CC - Módulo 2","2025","Proyecto TRA","[""J. PLACERES"",""A. GATTO""]","[""J. PLACERES"",""A. GATTO""]","19/03/2025","20/03/2025","21/03/2025","21/03/2025","Verdadero","Marzo 2025","[""Virtual"",""Melilla""]","CURSO REALIZADO","[""A.Gatto""]",,"GEN","False",,"22/04/2025 10:05","Gomez Pena, Laura Florencia"
"SSAA2CC_GEN","Servicios Auxiliares CC - Módulo 2","2025","Proyecto TRA","[""A. GATTO"",""J. PLACERES""]","[""A. GATTO"",""J. PLACERES""]","25/03/2025","26/03/2025","27/03/2025","27/03/2025","Verdadero","Marzo 2025","[""Virtual"",""Melilla""]","CURSO REALIZADO","[""A.Gatto""]",,"GEN","False",,"22/04/2025 10:05","Gomez Pena, Laura Florencia"
"COMPRAS","COMPRAS DESCENTRALIZADAS","2025","Formación UTE","[""Instructor FORM""]",,,,"25/03/2025","28/03/2025","Verdadero","Marzo 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:22","Camarri Cabrera, Angela Abigail"
"TEALTMB ","Tarea en altura Módulo Base","2025","Proyecto TRA","[""A. GATTO"",""TECNICO SYSO""]",,"26/05/2025","27/05/2025",,,"Verdadero","Mayo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","Nueva instancia (por previas)","UTE","False",,"09/07/2025 5:17","Camarri Cabrera, Angela Abigail"
"TECESM1_GEN","TECES - Módulo Subestaciones","2025","Proyecto TRA","[""M. ROMERO"",""A. MUSETTI""]",,"02/09/2025","03/09/2025",,,"Verdadero","Setiembre 2025","[""Melilla""]","CURSO REALIZADO",,,"GEN","False",,"03/09/2025 3:25","Gomez Pena, Laura Florencia"
"EXCEL","Excel Básico","2025","Formación UTE","[""Instructor FORM""]",,"27/03/2025","10/04/2025",,,"Verdadero","Marzo 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:26","Camarri Cabrera, Angela Abigail"
"TPYC","Taller Propósito y Cultura","2025","Formación UTE",,"[""Instructor FORM""]",,,"19/03/2025","20/03/2025","Verdadero","Marzo 2025","[""Paso de los Toros""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","Verdadero",,"08/04/2025 9:22","Camarri Cabrera, Angela Abigail"
"TPYC","Taller Propósito y Cultura","2025","Formación UTE",,"[""Instructor FORM""]",,,"06/03/2025","07/03/2025","Verdadero","Marzo 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:23","Camarri Cabrera, Angela Abigail"
"61850MB","AUTOMATIZACIÓN AVANZADA DE SUBESTACIONES DE TRASMISIÓN (IEC61850) - MÓDULO BASE","2025","Proyecto TRA","[""R. NORMEY""]",,"01/04/2025","04/04/2025",,,"Verdadero","Abril 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","Validación","UTE","False",,"08/04/2025 9:29","Camarri Cabrera, Angela Abigail"
"GDC","Expedientes - Sistema GDC","2025","Formación UTE","[""Instructor FORM""]",,"01/04/2025","04/04/2025",,,"Verdadero","Abril 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:27","Camarri Cabrera, Angela Abigail"
"GDC","Expedientes - Sistema GDC","2025","Formación UTE","[""Instructor FORM""]",,"08/04/2025","10/04/2025",,,"Verdadero","Abril 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:27","Camarri Cabrera, Angela Abigail"
"TPYC","Taller Propósito y Cultura","2025","Formación UTE",,"[""Instructor FORM""]",,,"12/03/2025","13/03/2025","Verdadero","Marzo 2025","[""Leguizamón""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:24","Camarri Cabrera, Angela Abigail"
"TIEMPOS JEFES","SAP GESTIÓN DE TIEMPOS JEFES DE UNIDAD","2025","Formación UTE",,"[""Instructor FORM""]",,,"27/03/2025","27/03/2025","Verdadero","Marzo 2025","[""Rondeau""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"08/04/2025 9:29","Camarri Cabrera, Angela Abigail"
"PYUTEMB","Python para UTE: Análisis y Visualización de Datos ","2025","Proyecto TRA","[""A. BEVC""]",,"10/04/2025","10/04/2025",,,"Verdadero","Abril 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]","VALIDACIÓN","UTE","False",,"30/04/2025 3:52","Camarri Cabrera, Angela Abigail"
"FUELOP3","Fundamentos Op Básica de Sist. Eléct. M3","2025","Proyecto TRA","[""M. Pedrana"",""A. Álvarez"",""A. MUSETTI""]",,"04/08/2025","05/08/2025",,,"Verdadero","Agosto 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"01/09/2025 5:15","Camarri Cabrera, Angela Abigail"
"FUELOP3","Fundamentos Op Básica de Sist. Eléct. M3","2025","Proyecto TRA","[""J. Eugui"",""G. Di Lavello"",""A. MUSETTI""]",,"06/10/2025","07/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"28/10/2025 6:43","Gomez Pena, Laura Florencia"
"PYUTEMB","Python para UTE: Análisis y Visualización de Datos ","2025","Proyecto TRA","[""A. BEVC""]",,"21/04/2025","07/07/2025",,,"Verdadero","Abril 2025","[""Virtual""]","INSCRIPCIONES REALIZADAS","[""L.Nogueira""]",,"UTE","False",,"07/04/2025 5:52","Nogueira Yañez, Libertad"
"PYUTEMB","Python para UTE: Análisis y Visualización de Datos ","2025","Proyecto TRA","[""A. BEVC""]",,"25/04/2025","11/07/2025",,,"Verdadero","Abril 2025","[""Virtual""]","INSCRIPCIONES REALIZADAS","[""L.Nogueira""]",,"UTE","False",,"07/04/2025 8:19","Nogueira Yañez, Libertad"
"TECESMB_GEN","TECES - Módulo Base","2025","Proyecto TRA","[""A. GATTO"",""TECNICO SYSO""]",,"28/04/2025","29/04/2025",,,"Verdadero","Abril 2025","[""Virtual""]","CURSO REALIZADO",,,"GEN","False",,"28/05/2025 6:10","Gomez Pena, Laura Florencia"
"TIEMPOS","SAP GESTIÓN DE TIEMPOS","2025","Formación UTE","[""Instructor FORM""]",,"25/04/2025","30/04/2025",,,"Verdadero","Abril 2025","[""Virtual""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"30/04/2025 3:53","Camarri Cabrera, Angela Abigail"
"PwShell","Power Shell","2025","Externo",,,"28/04/2025","02/05/2025",,,"False","Abril 2025",,"A CONFIRMAR","[""L.Nogueira""]",,"UTE","False",,"22/04/2025 10:37","Camarri Cabrera, Angela Abigail"
"DevOps","Microsoft azure devOps solutions","2025","Externo",,,"24/06/2025",,,,"False","Junio 2025",,"A CONFIRMAR","[""L.Nogueira""]",,"UTE","False",,"22/04/2025 10:38","Camarri Cabrera, Angela Abigail"
"ZABBIX","Zabbix Certified Specialist","2025","Externo",,,"01/05/2025","31/12/2025",,,"False","Mayo 2025",,"A CONFIRMAR","[""L.Nogueira""]",,"UTE","False",,"22/04/2025 10:37","Camarri Cabrera, Angela Abigail"
"TECESMB_AYS","TECES - Módulo Base",,,"[""M. ROMERO"",""TECNICO SYSO""]",,"05/05/2025","06/05/2025",,,"Verdadero","Mayo 2025","[""Virtual""]","CURSO REALIZADO","[""L. Gómez""]",,"AYS","False",,"27/05/2025 10:46","Gomez Pena, Laura Florencia"
"TECESM2","TECES - Módulo Líneas","2025","Proyecto TRA",,"[""A. GATTO"",""M. MENDIZABAL""]",,,"07/07/2025","08/07/2025","Verdadero","Julio 2025","[""Melilla""]","CURSO REALIZADO","[""A. Camarri""]",,"UTE","False",,"01/09/2025 5:13","Camarri Cabrera, Angela Abigail"
"CSEPTRA","Componentes y conf. del SEP de TRA","2025","Proyecto TRA","[""R. RODRIGUEZ""]","[""R. RODRIGUEZ""]","19/05/2025","20/05/2025","23/05/2025","23/05/2025","Verdadero","Mayo 2025","[""Virtual"",""Melilla""]","CURSO REALIZADO","[""A. Camarri""]","Exclusivo para CRM, pedido por Pablo Bergalli ","UTE","False",,"09/07/2025 5:17","Camarri Cabrera, Angela Abigail"
"TECESMB_DCU","TECES - Módulo Base","2025","Proyecto TRA","[""A. GATTO"",""TECNICO SYSO""]",,"29/05/2025","30/05/2025",,,"Verdadero","Mayo 2025","[""Virtual""]","CURSO REALIZADO","[""L. Gómez""]",,"DCU","False",,"22/07/2025 18:04","Nogueira Yañez, Libertad"
"CSEPTRA_UTU","Componentes y conf. del SEP de TRA","2025","Proyecto TRA","[""M. ROMERO""]","[""M. ROMERO""]","26/05/2025","27/05/2025",,,"Verdadero","Mayo 2025","[""Virtual""]","CURSO REALIZADO","[""L. Gómez""]","G2","UTU","False",,"27/05/2025 10:45","Gomez Pena, Laura Florencia"
"TEALTM7_UTU","Tarea en altura - Equipos de Potencia","2025","Proyecto TRA",,"[""A. GATTO"",""M. MENDIZABAL""]",,,"18/06/2025","18/06/2025","Verdadero","Junio 2025","[""Melilla""]","CURSO REALIZADO",,"G2
","UTU","False",,"25/06/2025 6:26","Gomez Pena, Laura Florencia"
"TECESMB_UTU","TECES - Módulo Base","2025","Proyecto TRA","[""E. VARELA"",""TECNICO SYSO""]",,"28/05/2025","02/06/2025",,,"Verdadero","Mayo 2025","[""Virtual""]","CURSO REALIZADO","[""L. Gómez""]","G2 28 MAYO Y 2 JUNIO","UTU","False",,"02/06/2025 10:13","Gomez Pena, Laura Florencia"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA","[""M. ROMERO"",""R. RODRIGUEZ""]",,"09/06/2025","11/06/2025",,,"Verdadero","Junio 2025","[""Virtual""]","CURSO REALIZADO",,"G2","UTU","False",,"11/06/2025 9:28","Gomez Pena, Laura Florencia"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA",,"[""A. GATTO"",""J.BARATTINI""]",,,"16/06/2025","16/06/2025","Verdadero","Junio 2025","[""Melilla""]","CURSO REALIZADO",,"G2
","UTU","False",,"17/06/2025 3:11","Gomez Pena, Laura Florencia"
"TECESM1_UTU","TECES - Módulo Subestaciones","2025","Proyecto TRA",,"[""A. GATTO"",""A. MUSETTI""]",,,"03/06/2025","04/06/2025","Verdadero","Junio 2025","[""Melilla""]","CURSO REALIZADO",,"G2
","UTU","False",,"06/06/2025 10:12","Barattini Lopez, Jose Luis"
"TEALTM5_UTU","Tarea en altura - Módulo Torres","2025","Proyecto TRA","[""TECNICO SYSO"",""J. CLAVIJO""]","[""COSTA WALTER"",""CLAVIJO JHORDAN""]","23/05/2025","23/05/2025","28/05/2025","30/05/2025","Verdadero","Mayo 2025","[""Virtual"",""Paso de los Toros""]","CURSO REALIZADO","[""L. Gómez""]","G2 PDLT
","UTU","False",,"02/06/2025 2:57","Gomez Pena, Laura Florencia"
"INSISEP_UTU","Intro. al sistema eléctrico","2025","Proyecto TRA","[""M. TRECCA"",""J.BARATTINI""]",,"20/05/2025","21/05/2025",,,"Verdadero","Mayo 2025","[""Virtual""]","CURSO REALIZADO","[""L. Gómez""]","G2
","UTU","False",,"27/05/2025 10:46","Gomez Pena, Laura Florencia"
"TEALTM5_UTU","Tarea en altura - Módulo Torres","2025","Proyecto TRA","[""M. MENDIZABAL""]","[""M. MENDIZABAL"",""A.ESCUDERO""]","23/06/2025","23/06/2025","24/06/2025","25/06/2025","Verdadero","Junio 2025","[""Virtual"",""Melilla""]","CURSO REALIZADO",,"G2","UTU","False",,"25/06/2025 6:25","Gomez Pena, Laura Florencia"
"CSEPTRA_UTU","Componentes y conf. del SEP de TRA","2025","Proyecto TRA","[""M. ROMERO"",""A. MUSETTI""]",,"14/10/2025","15/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO",,"G1 ","UTU","False",,"27/10/2025 7:38","Gomez Pena, Laura Florencia"
"TECESMB_UTU","TECES - Módulo Base","2025","Proyecto TRA","[""M. ROMERO"",""TECNICO SYSO""]",,"20/10/2025","21/10/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO",,"G1
","UTU","False",,"27/10/2025 7:39","Gomez Pena, Laura Florencia"
"TECESM1_UTU","TECES - Módulo Subestaciones","2025","Proyecto TRA",,"[""M. ROMERO"",""A. MUSETTI""]",,,"22/10/2025","27/10/2025","Verdadero","Octubre 2025","[""Melilla""]","CURSO REALIZADO",,"G1  22 Y 27 ","UTU","False",,"27/10/2025 7:40","Gomez Pena, Laura Florencia"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA","[""A. GATTO"",""J.BARATTINI""]",,"28/10/2025","03/11/2025",,,"Verdadero","Octubre 2025","[""Virtual""]","CURSO REALIZADO",,"G1 28, 29 Y 3","UTU","False",,"04/11/2025 2:21","Gomez Pena, Laura Florencia"
"TEALTM7_UTU","Tarea en altura - Equipos de Potencia","2025","Proyecto TRA",,"[""E. VARELA"",""M. MENDIZABAL""]",,,"05/11/2025","05/11/2025","Verdadero","Noviembre 2025","[""Melilla""]","CURSO REALIZADO",,"G1 ","UTU","False",,"07/11/2025 4:36","Gomez Pena, Laura Florencia"
"INSISEP_UTU","Intro. al sistema eléctrico","2025","Proyecto TRA","[""V. ORFILA""]",,"04/06/2025","05/06/2025",,,"Verdadero","Junio 2025","[""Virtual""]","CURSO REALIZADO",,"G2 PASO DE LOS TOROS","UTU","False",,"11/06/2025 9:28","Gomez Pena, Laura Florencia"
"CSEPTRA_UTU","Componentes y conf. del SEP de TRA","2025","Proyecto TRA","[""S. SANTANA""]",,"06/06/2025","11/06/2025",,,"Verdadero","Junio 2025","[""Virtual""]","CURSO REALIZADO",,"G2 PDLT
","UTU","False",,"11/06/2025 9:28","Gomez Pena, Laura Florencia"
"TECESMB_UTU","TECES - Módulo Base","2025","Proyecto TRA","[""M. ROMERO"",""TECNICO SYSO""]",,"12/06/2025","13/06/2025",,,"Verdadero","Junio 2025","[""Virtual""]","CURSO REALIZADO",,"G2 PDLT","UTU","False",,"17/06/2025 3:13","Gomez Pena, Laura Florencia"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA","[""M. ROMERO""]",,"18/06/2025","25/06/2025",,,"Verdadero","Junio 2025","[""Virtual""]","CURSO REALIZADO",,"G2 PDLT  18, 20 y 25 ","UTU","False",,"25/06/2025 6:25","Gomez Pena, Laura Florencia"
"TEALTM7_UTU","Tarea en altura - Equipos de Potencia","2025","Proyecto TRA",,"[""A. GATTO"",""E. VARELA""]",,,"26/06/2025","26/06/2025","Verdadero","Junio 2025","[""Paso de los Toros""]","CURSO REALIZADO",,"G2 PDLT BONETE","UTU","False",,"27/06/2025 10:52","Gomez Pena, Laura Florencia"
"EDMYCAT_UTU","Equipos de maniobra y corte de AT y EAT","2025","Proyecto TRA",,"[""M. ROMERO"",""E. VARELA""]",,,"27/06/2025","27/06/2025","Verdadero","Junio 2025","[""Bonete""]","CURSO REALIZADO",,"G2 PASO DE LOS TOROS","UTU","False",,"27/06/2025 10:53","Gomez Pena, Laura Florencia"
